similarity,sentence1,sentence2
0,người điều khiển xe mô tô hai bánh ba bánh xe gắn máy có được phép sử dụng xe để kéo đẩy các xe khác vật khác khi tham gia giao thông không,được phép vượt đèn đỏ trong những trường hợp nào 
1,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được sử dụng ô bám kéo hoặc đẩy các phương tiện khác không,hãy cho biết người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được sử dụng ô bám kéo hoặc đẩy các phương tiện khác không
1,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được sử dụng ô bám kéo hoặc đẩy các phương tiện khác không,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông sử dụng ô bám kéo hoặc đẩy các phương tiện khác có thể gây ra những hậu quả gì 
0,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được sử dụng ô bám kéo hoặc đẩy các phương tiện khác không,xe xả quá nhiều khí thải là do đâu 
0,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được sử dụng ô bám kéo hoặc đẩy các phương tiện khác không,điều khiển xe không cẩn thận thì có thể xảy ra chuyện gì 
1,người ngồi trên e mô tô hai bánh xe mô tô ba bánh xe gắn máy khi tham gia giao thông có được mang vác vật cồng kềnh hay không,hãy cho biết người ngồi trên e mô tô hai bánh xe mô tô ba bánh xe gắn máy khi tham gia giao thông có được mang vác vật cồng kềnh hay không
1,người ngồi trên e mô tô hai bánh xe mô tô ba bánh xe gắn máy khi tham gia giao thông có được mang vác vật cồng kềnh hay không,người ngồi trên e mô tô hai bánh xe mô tô ba bánh xe gắn máy khi tham gia giao thông mang vác vật cồng kềnh có thể gây ra hậu quả gì 
0,người ngồi trên e mô tô hai bánh xe mô tô ba bánh xe gắn máy khi tham gia giao thông có được mang vác vật cồng kềnh hay không,gây tai nạn phải bồi thường cho nạn nhân bao nhiêu 
0,người ngồi trên e mô tô hai bánh xe mô tô ba bánh xe gắn máy khi tham gia giao thông có được mang vác vật cồng kềnh hay không,nạn nhân của tai nạn giao thông sẽ gặp những thiệt hại gì 
1,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được đứng trên yên giá đèo hành hoặc ngồi trên tay lái các hành vi khác gây mất trật tự an toàn giao thông không,hãy cho biết người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được đứng trên yên giá đèo hành hoặc ngồi trên tay lái các hành vi khác gây mất trật tự an toàn giao thông không
1,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được đứng trên yên giá đèo hành hoặc ngồi trên tay lái các hành vi khác gây mất trật tự an toàn giao thông không,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông mà đứng trên yên giá đèo hành hoặc ngồi trên tay lái các hành vi khác gây mất trật tự an toàn giao thông thì bị phạt bao nhiêu 
0,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được đứng trên yên giá đèo hành hoặc ngồi trên tay lái các hành vi khác gây mất trật tự an toàn giao thông không,những hành vi nào là gây mất trật tự giao thông 
0,người ngồi trên xe mô tô hai bánh xe gắn máy khi tham gia giao thông có được đứng trên yên giá đèo hành hoặc ngồi trên tay lái các hành vi khác gây mất trật tự an toàn giao thông không,tại sao lại xảy ra tắc đường 
1,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy việc buông cả hai tay hoặc đi xe một bánh đối với xe hai bánh bằng hai bánh đối với xe ba bánh chạy quá tốc độ quy định là trái quy định pháp luật không,hãy cho biết khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy việc buông cả hai tay hoặc đi xe một bánh đối với xe hai bánh bằng hai bánh đối với xe ba bánh chạy quá tốc độ quy định là trái quy định pháp luật không
1,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy việc buông cả hai tay hoặc đi xe một bánh đối với xe hai bánh bằng hai bánh đối với xe ba bánh chạy quá tốc độ quy định là trái quy định pháp luật không,tại sao khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy việc buông cả hai tay hoặc đi xe một bánh đối với xe hai bánh bằng hai bánh đối với xe ba bánh chạy quá tốc độ quy định là trái quy định pháp luật 
0,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy việc buông cả hai tay hoặc đi xe một bánh đối với xe hai bánh bằng hai bánh đối với xe ba bánh chạy quá tốc độ quy định là trái quy định pháp luật không,khi nào được nhận giấy phép lái xe 
0,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy việc buông cả hai tay hoặc đi xe một bánh đối với xe hai bánh bằng hai bánh đối với xe ba bánh chạy quá tốc độ quy định là trái quy định pháp luật không,tại sao phải có giấy phép lái xe trước tham gia giao thông 
1,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy có được sử dụng xe để kéo đẩy xe khác và chở vật cồng kềnh để chân chống quẹt xuống đất và các hành vi gây mất trật tự an toàn giao thông không,hãy cho biết khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy có được sử dụng xe để kéo đẩy xe khác và chở vật cồng kềnh để chân chống quẹt xuống đất và các hành vi gây mất trật tự an toàn giao thông không
1,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy có được sử dụng xe để kéo đẩy xe khác và chở vật cồng kềnh để chân chống quẹt xuống đất và các hành vi gây mất trật tự an toàn giao thông không,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy mà sử dụng xe để kéo đẩy xe khác và chở vật cồng kềnh để chân chống quẹt xuống đất có phải là các hành vi gây mất trật tự an toàn giao thông không
0,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy có được sử dụng xe để kéo đẩy xe khác và chở vật cồng kềnh để chân chống quẹt xuống đất và các hành vi gây mất trật tự an toàn giao thông không,xe lăn có được tham gia giao thông không 
0,khi điều khiển xe mô tô hai bánh xe mô tô ba bánh xe gắn máy có được sử dụng xe để kéo đẩy xe khác và chở vật cồng kềnh để chân chống quẹt xuống đất và các hành vi gây mất trật tự an toàn giao thông không,xe điện 3 bánh có phải là 1 loại phương tiện giao thông không 
1,việc họp chợ tụ tập đông người trái phép thả rông súc vật trên đường bộ có được phép hay không,hãy cho biết việc họp chợ tụ tập đông người trái phép thả rông súc vật trên đường bộ có được phép hay không
1,việc họp chợ tụ tập đông người trái phép thả rông súc vật trên đường bộ có được phép hay không,việc họp chợ tụ tập đông người trái phép thả rông súc vật trên đường bộ có trái pháp luật hay không 
0,việc họp chợ tụ tập đông người trái phép thả rông súc vật trên đường bộ có được phép hay không,hút thuốc tại khu vực cấm bị phạt bao nhiêu 
0,việc họp chợ tụ tập đông người trái phép thả rông súc vật trên đường bộ có được phép hay không,Lái xe không chú ý nhìn đường có thể gây ra hậu quả gì 
1,bảo đảm trật tự an toàn giao thông đường bộ là trách nhiệm của ai,hãy cho biết bảo đảm trật tự an toàn giao thông đường bộ là trách nhiệm của ai
1,bảo đảm trật tự an toàn giao thông đường bộ là trách nhiệm của ai,bảo đảm trật tự an toàn giao thông đường bộ có phải là trách nhiệm của toàn dân không 
0,bảo đảm trật tự an toàn giao thông đường bộ là trách nhiệm của ai,khi nào được phép vượt đèn đỏ. 
0,bảo đảm trật tự an toàn giao thông đường bộ là trách nhiệm của ai,điều khiển loại xe nào thì không cần đội mũ bảo hiểm 
1,người tham giai giao thông phải chấp hành những quy tắc nào,hãy chỉ rõ người tham gia giao thông phải chấp hành những quy tắc nào
1,người tham giai giao thông phải chấp hành những quy tắc nào,những quy tắc mà người tham giai giao thông phải chấp hành là gì 
0,người tham giai giao thông phải chấp hành những quy tắc nào,tại sao đi ca nô phải mặc áo phao 
